Date,Predicted_Weekly_Sales
2013-01-18,13877.409299999998
2013-01-25,14757.024599999995
2013-02-01,18328.045199999986
2013-02-08,21741.2902
2013-02-15,20516.8236
2013-02-22,20177.8365
2013-03-01,20026.810299999997
2013-03-08,21178.84409999999
2013-03-15,20617.231499999987
2013-03-22,22867.98169999999
2013-03-29,21354.447699999982
2013-04-05,22037.332
2013-04-12,20643.047599999994
2013-04-19,21861.107799999983
2013-04-26,21435.43179999999
2013-05-03,24726.199500000006
2013-05-10,22738.709700000007
2013-05-17,24412.19979999999
2013-05-24,29425.570900000002
2013-05-31,30712.629899999996
2013-06-07,28718.080600000005
2013-06-14,30175.828400000002
2013-06-21,30011.077000000012
2013-06-28,28750.554200000013
2013-07-05,28926.33320000001
2013-07-12,25538.032399999993
2013-07-19,23859.758200000004
2013-07-26,23679.11900000001
2012-11-02,39175.26270000001
2012-11-09,38688.75849999999
2012-11-16,39500.160200000006
2012-11-23,33889.66160000002
2012-11-30,35991.24309999999
2012-12-07,36803.25769999999
2012-12-14,36463.643299999974
2012-12-21,38887.36930000001
2012-12-28,33716.95939999999
2013-01-04,37211.4444
2013-01-11,37091.01969999999
2013-01-18,37072.0256
2013-01-25,37077.18289999999
2013-02-01,39043.940100000014
2013-02-08,38941.86110000003
2013-02-15,37789.57209999999
2013-02-22,37733.36359999998
2013-03-01,36955.77999999999
2013-03-08,38922.590600000025
2013-03-15,38414.6876
2013-03-22,40336.33890000003
2013-03-29,39493.363000000034
2013-04-05,36909.61880000003
2013-04-12,36108.95550000001
2013-04-19,36875.936700000035
2013-04-26,37126.31700000003
2013-05-03,36475.90239999999
2013-05-10,36714.982599999974
2013-05-17,36115.196299999974
2013-05-24,36686.84909999999
2013-05-31,36208.266299999996
2013-06-07,36432.8011
2013-06-14,36517.17439999999
2013-06-21,36524.28919999998
2013-06-28,36077.95869999999
2013-07-05,36478.54779999997
2013-07-12,36334.20790000001
2013-07-19,36372.22079999999
2013-07-26,35201.045099999996
2012-11-02,37206.432499999995
2012-11-09,33574.00719999997
2012-11-16,33552.08889999997
2012-11-23,39891.26209999998
2012-11-30,38814.22609999998
2012-12-07,37358.82489999996
2012-12-14,34430.31499999997
2012-12-21,42601.475799999986
2012-12-28,34203.227300000006
2013-01-04,19763.426099999997
2013-01-11,19560.3606
2013-01-18,17888.111200000007
2013-01-25,18907.753099999994
2013-02-01,28523.77669999999
2013-02-08,28825.060299999994
2013-02-15,26462.123699999996
2013-02-22,27814.5452
2013-03-01,32780.33270000001
2013-03-08,29391.24780000001
2013-03-15,35419.9671
2013-03-22,38790.04660000001
2013-03-29,35175.46559999999
2013-04-05,33119.324099999976
2013-04-12,31398.8107
2013-04-19,33341.72199999999
2013-04-26,32746.933599999993
2013-05-03,29371.622199999998
2013-05-10,29192.886100000003
2013-05-17,31556.864999999987
2013-05-24,31213.982899999977
2013-05-31,30745.407599999984
2013-06-07,30046.136799999993
2013-06-14,34859.70609999999
2013-06-21,30063.592699999983
2013-06-28,27896.4236
2013-07-05,29482.70699999998
2013-07-12,25833.091399999998
2013-07-19,27684.5879
2013-07-26,24413.067199999994
2012-11-02,31169.651699999995
2012-11-09,32069.0219
2012-11-16,31558.14389999998
2012-11-23,33525.26729999997
2012-11-30,33988.06289999998
2012-12-07,32623.53799999996
2012-12-14,32138.854799999976
2012-12-21,33445.01479999997
2012-12-28,32195.911799999998
2013-01-04,26963.813100000007
2013-01-11,26207.939599999994
2013-01-18,25856.828999999994
2013-01-25,26581.178300000007
2013-02-01,33799.304999999986
2013-02-08,33009.61889999997
2013-02-15,32541.002699999965
2013-02-22,31736.070799999976
2013-03-01,35213.177299999996
2013-03-08,31226.94439999999
2013-03-15,32691.132799999985
2013-03-22,36982.64429999999
2013-03-29,34480.84599999999
2013-04-05,33274.06409999999
2013-04-12,30259.198099999987
2013-04-19,31328.50149999997
2013-04-26,31374.911899999992
2013-05-03,30177.71259999997
2013-05-10,29612.121699999974
2013-05-17,32204.03769999999
2013-05-24,31148.946500000013
2013-05-31,30810.432200000003
2013-06-07,29697.61709999999
2013-06-14,35378.8717
2013-06-21,31617.3823
2013-06-28,30145.39439999999
2013-07-05,31722.150700000002
2013-07-12,30610.566799999986
2013-07-19,30185.662199999988
2013-07-26,29313.449099999987
2012-11-02,23422.683599999993
2012-11-09,21854.731599999992
2012-11-16,23357.927899999988
2012-11-23,29311.043999999998
2012-11-30,30173.175099999997
2012-12-07,31439.966300000015
2012-12-14,30049.010500000004
2012-12-21,31335.505799999995
2012-12-28,25718.056900000003
2013-01-04,23126.062100000003
2013-01-11,22371.55069999999
2013-01-18,22377.56510000002
2013-01-25,20308.455500000007
2013-02-01,22283.5817
2013-02-08,22812.000999999993
2013-02-15,23243.09450000001
2013-02-22,22686.223499999996
2013-03-01,21802.581600000005
2013-03-08,22202.813700000002
2013-03-15,21910.104900000006
2013-03-22,23816.288599999993
2013-03-29,23144.230099999993
2013-04-05,22798.002899999996
2013-04-12,20906.1125
2013-04-19,21438.234500000002
2013-04-26,21546.45880000001
2013-05-03,23072.8014
2013-05-10,22884.311199999996
2013-05-17,24057.819199999994
2013-05-24,27530.585300000002
2013-05-31,28899.279000000013
2013-06-07,25251.406499999986
2013-06-14,29145.834000000003
2013-06-21,31758.468300000022
2013-06-28,35003.63580000002
2013-07-05,29123.3527
2013-07-12,29747.403399999996
2013-07-19,27578.306000000015
2013-07-26,28337.872400000004
2012-11-02,9289.514299999995
2012-11-09,9470.932799999997
2012-11-16,8975.437399999997
2012-11-23,8539.763499999992
2012-11-30,8350.671599999994
2012-12-07,9086.411399999999
2012-12-14,8120.102899999999
2012-12-21,8916.350499999999
2012-12-28,8165.057599999996
2013-01-04,7973.270499999998
2013-01-11,8374.956599999994
2013-01-18,8024.681399999998
2013-01-25,9304.627600000002
2013-02-01,10174.1902
2013-02-08,10394.989599999995
2013-02-15,9036.294299999987
2013-02-22,9077.235399999989
2013-03-01,8929.999599999992
2013-03-08,9152.947699999995
2013-03-15,11290.5248
2013-03-22,11399.982999999997
2013-03-29,9277.989299999992
2013-04-05,11322.220599999995
2013-04-12,11495.970000000003
2013-04-19,11341.618
2013-04-26,11159.664899999992
2013-05-03,10624.6955
2013-05-10,10386.563600000003
2013-05-17,10779.225400000003
2013-05-24,11056.801600000006
2013-05-31,10951.850200000004
2013-06-07,10518.262300000008
2013-06-14,11142.25180000001
2013-06-21,10995.26530000001
2013-06-28,10672.023900000006
2013-07-05,10847.017900000008
2013-07-12,10789.880800000008
2013-07-19,10951.549000000006
2013-07-26,10799.811000000009
2012-11-02,40813.83550000001
2012-11-09,42180.01259999998
2012-11-16,39335.772400000016
2012-11-23,39213.6803
2012-11-30,38660.74610000002
2012-12-07,40342.20700000003
2012-12-14,37774.58460000004
2012-12-21,39385.794600000016
2012-12-28,38224.55800000002
2013-01-04,37351.29310000002
2013-01-11,38422.751700000015
2013-01-18,37249.358800000016
2013-01-25,37999.82420000002
2013-02-01,40314.40019999996
2013-02-08,42224.338100000015
2013-02-15,42192.29809999999
2013-02-22,41884.80319999998
2013-03-01,38412.058000000034
2013-03-08,38301.923400000014
2013-03-15,38828.837400000004
2013-03-22,41499.56869999995
2013-03-29,39414.28169999998
2013-04-05,39796.9877
2013-04-12,38464.17319999999
2013-04-19,38624.12499999998
2013-04-26,38726.389399999985
2013-05-03,38806.770899999974
2013-05-10,38538.347899999986
2013-05-17,41258.01619999996
2013-05-24,40833.83479999998
2013-05-31,39510.452299999975
2013-06-07,39291.90829999998
2013-06-14,41692.42199999996
2013-06-21,41997.28359999999
2013-06-28,39987.56499999997
2013-07-05,41073.84879999996
2013-07-12,39615.47879999998
2013-07-19,39374.444699999985
2013-07-26,39141.677999999985
2012-11-02,12794.317099999995
2012-11-09,12885.296199999993
2012-11-16,15114.30199999999
2012-11-23,41688.54209999999
2012-11-30,33827.568100000026
2012-12-07,37952.476500000004
2012-12-14,22938.771099999998
2012-12-21,63763.11099999993
2012-12-28,23444.713500000005
2013-01-04,14218.352999999992
2013-01-11,14315.787900000007
2013-01-18,13703.472799999994
2013-01-25,13118.409699999997
2013-02-01,13768.167700000005
2013-02-08,14410.331600000003
2013-02-15,15647.293200000006
2013-02-22,15210.051800000008
2013-03-01,16501.858400000012
2013-03-08,14962.379700000009
2013-03-15,13816.690000000004
2013-03-22,14902.626800000005
2013-03-29,15130.614600000004
2013-04-05,11431.775600000008
2013-04-12,10522.657499999998
2013-04-19,10257.252099999994
2013-04-26,10425.650899999997
2013-05-03,17534.556999999993
2013-05-10,18446.7178
2013-05-17,18256.337799999998
2013-05-24,17800.8086
2013-05-31,17238.649699999998
2013-06-07,17362.608299999996
2013-06-14,18314.192000000003
2013-06-21,17932.729
2013-06-28,17214.861799999995
2013-07-05,18377.813299999998
2013-07-12,18763.753699999997
2013-07-19,21400.28
2013-07-26,21855.56609999999
2012-11-02,6607.348699999999
2012-11-09,7006.798799999998
2012-11-16,6238.103800000001
2012-11-23,8508.776500000002
2012-11-30,6764.007099999996
2012-12-07,8622.477800000006
2012-12-14,5444.7177
2012-12-21,7585.952200000002
2012-12-28,5390.239700000002
2013-01-04,7261.355499999998
2013-01-11,10686.867699999997
2013-01-18,7498.301300000003
2013-01-25,13946.758300000005
2013-02-01,16686.40930000001
2013-02-08,19053.88460000001
2013-02-15,15378.450100000002
2013-02-22,16080.674800000003
2013-03-01,16284.898499999994
2013-03-08,20992.108900000007
2013-03-15,29585.38959999999
2013-03-22,40102.89100000001
2013-03-29,29588.256699999998
2013-04-05,39846.529700000014
2013-04-12,37917.5124
2013-04-19,38496.6455
2013-04-26,36241.3611
2013-05-03,44124.67870000001
2013-05-10,39030.20890000001
2013-05-17,44497.425200000005
2013-05-24,47402.1177
2013-05-31,48081.7238
2013-06-07,42140.26620000001
2013-06-14,41706.23600000001
2013-06-21,40811.6774
2013-06-28,38641.654299999995
2013-07-05,39491.454999999994
2013-07-12,29286.043199999993
2013-07-19,25325.307300000015
2013-07-26,23800.001500000013
2012-11-02,8367.123000000001
2012-11-09,8328.806900000001
2012-11-16,8532.815200000001
2012-11-23,13296.136800000002
2012-11-30,12765.478999999998
2012-12-07,12422.7215
2012-12-14,11499.312699999995
2012-12-21,16421.5581
2012-12-28,13151.40249999999
2013-01-04,8477.750200000002
2013-01-11,8363.0784
2013-01-18,8269.602099999996
2013-01-25,8242.901299999998
2013-02-01,8897.976199999997
2013-02-08,9867.977999999996
2013-02-15,9961.42229999999
2013-02-22,10055.353299999995
2013-03-01,9920.115399999997
2013-03-08,9578.305399999997
2013-03-15,9409.015099999997
2013-03-22,9179.5397
2013-03-29,9144.765099999999
2013-04-05,9002.848499999998
2013-04-12,8547.313999999998
2013-04-19,8205.6942
2013-04-26,8636.072899999997
2013-05-03,24844.28140000001
2013-05-10,25860.335099999997
2013-05-17,25450.404400000003
2013-05-24,25757.187000000013
2013-05-31,24551.00380000001
2013-06-07,24377.676700000004
2013-06-14,25249.0933
2013-06-21,25292.105200000005
2013-06-28,25956.1137
2013-07-05,25271.2158
2013-07-12,24855.342300000004
2013-07-19,24476.97090000002
2013-07-26,24660.997400000004
2012-11-02,12043.301699999993
2012-11-09,10965.034199999996
2012-11-16,12748.634999999998
2012-11-23,31297.852400000007
2012-11-30,34385.557799999995
2012-12-07,75658.80890000005
2012-12-14,28238.727999999992
2012-12-21,28310.431
2012-12-28,17446.44049999998
2013-01-04,8439.398699999998
2013-01-11,8120.475400000001
2013-01-18,6050.9048999999995
2013-01-25,8255.981600000001
2013-02-01,11518.540000000006
2013-02-08,13178.320499999994
2013-02-15,23441.3977
2013-02-22,9056.758099999995
2013-03-01,4809.8471
2013-03-08,5508.1255999999985
2013-03-15,8895.1128
2013-03-22,12019.659099999999
2013-03-29,9429.258999999996
2013-04-05,16691.210799999986
2013-04-12,10338.209300000002
2013-04-19,6845.741600000008
2013-04-26,7180.898599999999
2013-05-03,8043.228300000001
2013-05-10,7677.342399999991
2013-05-17,10026.896899999994
2013-05-24,10209.6298
2013-06-07,7706.644299999996
2013-07-05,10625.6051
2012-11-02,1394.6631000000007
2012-11-09,1421.8158000000008
2012-11-16,1354.4472000000012
2012-11-23,1638.5748999999998
2012-11-30,1696.998299999999
2012-12-07,1751.2637
2012-12-14,1666.8678999999993
2012-12-21,1911.7366999999986
2012-12-28,1424.0446999999988
2013-01-04,1379.7597999999998
2013-01-11,1199.8756999999996
2013-01-18,1251.4371999999996
2013-01-25,1386.7634000000003
2013-02-01,1365.9464999999996
2013-02-08,1286.864099999999
2013-02-15,1237.6543999999994
2013-02-22,1242.9478
2013-03-01,1385.4542999999999
2013-03-08,1348.3166999999996
2013-03-15,1358.5550999999996
2013-03-22,1292.5473999999997
2013-03-29,1264.9681999999998
2013-04-05,1302.6554999999998
2013-04-12,1295.9887999999999
2013-04-19,1378.4083
2013-04-26,1345.4699999999998
2013-05-03,1360.6185000000007
2013-05-10,1371.9980000000005
2013-05-17,1349.3567000000007
2013-05-24,1309.3329000000008
2013-05-31,1288.4737000000007
2013-06-07,1282.6485000000005
2013-06-14,1270.2815000000003
2013-06-21,1292.3938
2013-06-28,1319.3224
2013-07-05,1298.659
2013-07-12,1337.8610000000003
2013-07-19,1297.3020000000001
2013-07-26,1307.6077000000002
2012-11-02,3514.224900000001
2012-11-09,3583.7877000000003
2012-11-16,3701.7864999999997
2012-11-23,4868.2117
2012-11-30,3904.8615000000004
2012-12-07,3945.1077
2012-12-14,3562.0583
2012-12-21,4475.037999999998
2012-12-28,4507.318900000001
2013-01-04,3969.7940999999996
2013-01-11,4103.210500000002
2013-01-18,3880.1874000000007
2013-01-25,3807.1448
2013-02-01,4311.6821999999975
2013-02-08,4558.2177999999985
2013-02-15,4570.2878999999975
2013-02-22,4647.8813999999975
2013-03-01,5098.3274999999985
2013-03-08,4369.734199999999
2013-03-15,4399.291299999996
2013-03-22,4544.903799999998
2013-03-29,4776.360599999999
2013-04-05,4965.846400000001
2013-04-12,4095.0234999999993
2013-04-19,4092.4091
2013-04-26,3939.989
2013-05-03,4072.6605000000027
2013-05-10,4228.009000000004
2013-05-17,4596.274500000002
2013-05-24,4449.180900000001
2013-05-31,4575.5456
2013-06-07,4519.041700000001
2013-06-14,4560.558799999999
2013-06-21,4612.200499999999
2013-06-28,4644.5754
2013-07-05,4564.033199999997
2013-07-12,4524.732099999998
2013-07-19,4599.4297
2013-07-26,4391.596499999999
2012-11-02,7501.834800000002
2012-11-09,7647.395600000003
2012-11-16,7625.250900000002
2012-11-23,8920.8358
2012-11-30,9063.331299999998
2012-12-07,9014.36729999999
2012-12-14,9410.544099999997
2012-12-21,9777.99059999999
2012-12-28,8893.8488
2013-01-04,7304.402900000002
2013-01-11,7329.570100000001
2013-01-18,7270.628700000001
2013-01-25,7373.099600000003
2013-02-01,8050.333199999998
2013-02-08,8027.900600000001
2013-02-15,7911.241500000004
2013-02-22,7921.655600000003
2013-03-01,7743.5444
2013-03-08,7487.9893999999995
2013-03-15,7866.8147000000035
2013-03-22,8182.074800000001
2013-03-29,7804.509499999999
2013-04-05,7470.102
2013-04-12,7259.975600000001
2013-04-19,7691.982499999999
2013-04-26,7712.8278
2013-05-03,7796.780200000001
2013-05-10,7894.580700000002
2013-05-17,8340.654500000002
2013-05-24,7653.869100000002
2013-05-31,7518.865400000001
2013-06-07,7422.6975
2013-06-14,7919.8765
2013-06-21,7846.4695999999985
2013-06-28,7764.069399999996
2013-07-05,7817.6853
2013-07-12,7561.2861
2013-07-19,7453.258199999999
2013-07-26,7361.471899999999
2012-11-02,7224.044200000004
2012-11-09,7313.377200000002
2012-11-16,7134.0394000000015
2012-11-23,16109.601400000016
2012-11-30,14129.138499999995
2012-12-07,13699.926000000003
2012-12-14,10222.371500000005
2012-12-21,15979.344400000007
2012-12-28,11255.383199999998
2013-01-04,7773.605599999997
2013-01-11,8037.394299999993
2013-01-18,7439.821499999998
2013-01-25,7776.389199999997
2013-02-01,9421.1317
2013-02-08,10261.6885
2013-02-15,9858.741100000003
2013-02-22,9933.579500000002
2013-03-01,9366.735699999997
2013-03-08,8819.4749
2013-03-15,9071.099999999995
2013-03-22,9033.349699999999
2013-03-29,8438.241499999998
2013-04-05,8375.524800000001
2013-04-12,8272.001900000001
2013-04-19,8029.3952000000045
2013-04-26,8039.5258
2013-05-03,10068.625599999998
2013-05-10,9917.047299999998
2013-05-17,10069.5068
2013-05-24,10244.557400000005
2013-05-31,10230.866899999997
2013-06-07,9992.092700000001
2013-06-14,10296.4639
2013-06-21,10396.436199999998
2013-06-28,10073.751100000001
2013-07-05,10501.811000000002
2013-07-12,10246.584500000003
2013-07-19,10280.0451
2013-07-26,10593.3926
2012-11-02,20467.357700000008
2012-11-09,20692.889000000014
2012-11-16,20887.419400000017
2012-11-23,33608.946999999986
2012-11-30,33594.96039999997
2012-12-07,39838.975199999964
2012-12-14,34334.03529999998
2012-12-21,44979.27949999998
2012-12-28,25560.467200000003
2013-01-04,19000.544
2013-01-11,18992.7536
2013-01-18,18763.27279999999
2013-01-25,18177.587400000004
2013-02-01,23640.728799999986
2013-02-08,24008.61029999999
2013-02-15,23654.2673
2013-02-22,22590.2495
2013-03-01,21599.565999999995
2013-03-08,21031.339400000008
2013-03-15,20949.6079
2013-03-22,25024.846299999994
2013-03-29,23671.344799999984
2013-04-05,23603.674399999996
2013-04-12,20700.644699999993
2013-04-19,21076.76889999998
2013-04-26,20701.039199999996
2013-05-03,21386.899199999996
2013-05-10,20814.26469999999
2013-05-17,23252.30480000001
2013-05-24,25218.83120000001
2013-05-31,24175.09590000001
2013-06-07,22663.9376
2013-06-14,24970.405700000014
2013-06-21,25149.65400000001
2013-06-28,23062.0737
2013-07-05,25041.347100000003
2013-07-12,21881.613100000006
2013-07-19,21812.884100000003
2013-07-26,21508.304300000003
2012-11-02,7204.556399999998
2012-11-09,6607.4864000000025
2012-11-16,6743.775600000003
2012-11-23,10386.943399999998
2012-11-30,9736.406599999998
2012-12-07,9597.116699999997
2012-12-14,10198.567399999993
2012-12-21,11714.466999999993
2012-12-28,5555.062299999994
2013-01-04,5125.1287999999995
2013-01-11,4680.3894
2013-01-18,5029.7078
2013-01-25,4653.2573999999995
2013-02-01,6077.889
2013-02-08,6526.758099999999
2013-02-15,6511.871999999999
2013-02-22,6407.357800000001
2013-03-01,6134.607899999999
2013-03-08,5742.837299999997
2013-03-15,5674.050099999996
2013-03-22,5942.012099999997
2013-03-29,5683.602099999998
2013-04-05,5269.263999999999
2013-04-12,4931.859599999997
2013-04-19,5094.289
2013-04-26,4855.0926
2013-05-03,5403.134299999998
2013-05-10,5285.796699999997
2013-05-17,5681.933699999999
2013-05-24,5288.579999999996
2013-05-31,5038.224799999997
2013-06-07,5199.6987999999965
2013-06-14,5425.081799999998
2013-06-21,5248.1867999999995
2013-06-28,5108.3148999999985
2013-07-05,5458.410099999999
2013-07-12,5095.280999999998
2013-07-19,5046.985399999999
2013-07-26,5112.4016
2012-11-02,10318.164599999991
2012-11-09,9846.89639999999
2012-11-16,9826.851599999993
2012-11-23,10782.4498
2012-11-30,10776.639900000002
2012-12-07,10493.783699999994
2012-12-14,11266.4849
2012-12-21,12749.7051
2012-12-28,9793.443100000011
2013-01-04,5173.447800000001
2013-01-11,5055.446400000001
2013-01-18,5253.598400000001
2013-01-25,5345.998800000004
2013-02-01,7113.759100000004
2013-02-08,7590.358000000004
2013-02-15,7269.418800000005
2013-02-22,7256.769600000004
2013-03-01,7970.456400000004
2013-03-08,7964.4677
2013-03-15,7939.5521
2013-03-22,8250.4004
2013-03-29,7992.122
2013-04-05,7925.418800000001
2013-04-12,8132.390900000003
2013-04-19,8035.956000000001
2013-04-26,7801.714200000001
2013-05-03,11376.652699999993
2013-05-10,11203.762399999996
2013-05-17,11562.927199999993
2013-05-24,11161.728399999996
2013-05-31,11254.199999999995
2013-06-07,11029.920199999999
2013-06-14,11277.875799999996
2013-06-21,11163.500799999994
2013-06-28,10638.243699999999
2013-07-05,10355.642299999996
2013-07-12,9364.456599999994
2013-07-19,9423.407599999995
2013-07-26,9246.955699999995
2012-11-02,7838.621100000003
2012-11-09,8008.914300000001
2012-11-16,7733.573200000004
2012-11-23,9573.224499999998
2012-11-30,9415.632799999996
2012-12-07,9200.232999999997
2012-12-14,8868.716999999993
2012-12-21,11505.444999999996
2012-12-28,6622.760099999996
2013-01-04,5258.631799999998
2013-01-11,5107.235099999998
2013-01-18,5268.373899999998
2013-01-25,5398.162299999996
2013-02-01,7079.0283
2013-02-08,7622.736099999998
2013-02-15,7688.460699999999
2013-02-22,7507.717400000002
